"exp_index","subject","trial","condition","scenario","box_weight","s1","s2","e1","e2","b1","b2","contestant","strength","effort","bonus"
"1a",172,24,"lift",29,6,5,8,80,50,6,4,1,5,80,6
"1a",172,24,"lift",29,6,5,8,80,50,6,4,2,8,50,4
"1a",172,10,"lift",30,4,6,8,40,30,4,3,1,6,40,4
"1a",172,10,"lift",30,4,6,8,40,30,4,3,2,8,30,3
"1a",173,21,"fail",1,5,5,5,20,60,0,1,1,5,20,0
"1a",173,21,"fail",1,5,5,5,20,60,0,1,2,5,60,1
"1a",173,26,"fail",2,7,6,6,30,80,0,2,1,6,30,0
"1a",173,26,"fail",2,7,6,6,30,80,0,2,2,6,80,2
"1a",173,27,"fail",3,5,4,4,30,60,0,1,1,4,30,0
"1a",173,27,"fail",3,5,4,4,30,60,0,1,2,4,60,1
"1a",173,17,"fail",4,6,5,5,20,70,0,1,1,5,20,0
"1a",173,17,"fail",4,6,5,5,20,70,0,1,2,5,70,1
"1a",173,30,"fail",5,8,8,8,20,40,0,1,1,8,20,0
"1a",173,30,"fail",5,8,8,8,20,40,0,1,2,8,40,1
"1a",173,3,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",173,3,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",173,25,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",173,25,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",173,20,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",173,20,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",173,16,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",173,16,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",173,9,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",173,9,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",173,10,"fail",11,3,2,6,60,20,1,0,1,2,60,1
"1a",173,10,"fail",11,3,2,6,60,20,1,0,2,6,20,0
"1a",173,7,"fail",12,5,3,6,80,40,1,0,1,3,80,1
"1a",173,7,"fail",12,5,3,6,80,40,1,0,2,6,40,0
"1a",173,32,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",173,32,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",173,2,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",173,2,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",173,5,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",173,5,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",173,19,"lift",16,4,5,5,20,60,0,2,1,5,20,0
"1a",173,19,"lift",16,4,5,5,20,60,0,2,2,5,60,2
"1a",173,12,"lift",17,5,6,6,30,80,0,1,1,6,30,0
"1a",173,12,"lift",17,5,6,6,30,80,0,1,2,6,80,1
"1a",173,6,"lift",18,3,4,4,30,60,0,1,1,4,30,0
"1a",173,6,"lift",18,3,4,4,30,60,0,1,2,4,60,1
"1a",173,13,"lift",19,4,5,5,20,70,0,2,1,5,20,0
"1a",173,13,"lift",19,4,5,5,20,70,0,2,2,5,70,2
"1a",173,4,"lift",20,4,8,8,20,40,0,1,1,8,20,0
"1a",173,4,"lift",20,4,8,8,20,40,0,1,2,8,40,1
"1a",173,18,"lift",21,4,4,8,40,40,0,0,1,4,40,0
"1a",173,18,"lift",21,4,4,8,40,40,0,0,2,8,40,0
"1a",173,29,"lift",22,5,4,6,60,60,1,1,1,4,60,1
"1a",173,29,"lift",22,5,4,6,60,60,1,1,2,6,60,1
"1a",173,15,"lift",23,5,2,8,50,50,0,0,1,2,50,0
"1a",173,15,"lift",23,5,2,8,50,50,0,0,2,8,50,0
"1a",173,28,"lift",24,6,5,7,70,70,1,1,1,5,70,1
"1a",173,28,"lift",24,6,5,7,70,70,1,1,2,7,70,1
"1a",173,14,"lift",25,3,6,8,30,30,0,0,1,6,30,0
"1a",173,14,"lift",25,3,6,8,30,30,0,0,2,8,30,0
"1a",173,22,"lift",26,2,2,6,60,20,1,0,1,2,60,1
"1a",173,22,"lift",26,2,2,6,60,20,1,0,2,6,20,0
"1a",173,31,"lift",27,3,3,6,80,40,1,0,1,3,80,1
"1a",173,31,"lift",27,3,3,6,80,40,1,0,2,6,40,0
"1a",173,24,"lift",28,2,4,6,30,20,0,0,1,4,30,0
"1a",173,24,"lift",28,2,4,6,30,20,0,0,2,6,20,0
"1a",173,8,"lift",29,6,5,8,80,50,1,0,1,5,80,1
"1a",173,8,"lift",29,6,5,8,80,50,1,0,2,8,50,0
"1a",173,1,"lift",30,4,6,8,40,30,0,0,1,6,40,0
"1a",173,1,"lift",30,4,6,8,40,30,0,0,2,8,30,0
"1a",174,1,"fail",1,5,5,5,20,60,1,3,1,5,20,1
"1a",174,1,"fail",1,5,5,5,20,60,1,3,2,5,60,3
"1a",174,13,"fail",2,7,6,6,30,80,1,5,1,6,30,1
"1a",174,13,"fail",2,7,6,6,30,80,1,5,2,6,80,5
"1a",174,27,"fail",3,5,4,4,30,60,2,2,1,4,30,2
"1a",174,27,"fail",3,5,4,4,30,60,2,2,2,4,60,2
"1a",174,25,"fail",4,6,5,5,20,70,1,3,1,5,20,1
"1a",174,25,"fail",4,6,5,5,20,70,1,3,2,5,70,3
"1a",174,3,"fail",5,8,8,8,20,40,1,1,1,8,20,1
"1a",174,3,"fail",5,8,8,8,20,40,1,1,2,8,40,1
"1a",174,32,"fail",6,6,4,8,40,40,2,0,1,4,40,2
"1a",174,32,"fail",6,6,4,8,40,40,2,0,2,8,40,0
"1a",174,7,"fail",7,7,4,6,60,60,2,3,1,4,60,2
"1a",174,7,"fail",7,7,4,6,60,60,2,3,2,6,60,3
"1a",174,30,"fail",8,6,2,8,50,50,1,0,1,2,50,1
"1a",174,30,"fail",8,6,2,8,50,50,1,0,2,8,50,0
"1a",174,4,"fail",9,9,5,7,70,70,3,3,1,5,70,3
"1a",174,4,"fail",9,9,5,7,70,70,3,3,2,7,70,3
"1a",174,24,"fail",10,8,6,8,30,30,1,0,1,6,30,1
"1a",174,24,"fail",10,8,6,8,30,30,1,0,2,8,30,0
"1a",174,15,"fail",11,3,2,6,60,20,2,1,1,2,60,2
"1a",174,15,"fail",11,3,2,6,60,20,2,1,2,6,20,1
"1a",174,22,"fail",12,5,3,6,80,40,3,0,1,3,80,3
"1a",174,22,"fail",12,5,3,6,80,40,3,0,2,6,40,0
"1a",174,17,"fail",13,5,4,6,30,20,1,0,1,4,30,1
"1a",174,17,"fail",13,5,4,6,30,20,1,0,2,6,20,0
"1a",174,14,"fail",14,9,5,8,80,50,5,4,1,5,80,5
"1a",174,14,"fail",14,9,5,8,80,50,5,4,2,8,50,4
"1a",174,6,"fail",15,8,6,8,40,30,2,2,1,6,40,2
"1a",174,6,"fail",15,8,6,8,40,30,2,2,2,8,30,2
"1a",174,20,"lift",16,4,5,5,20,60,5,5,1,5,20,5
"1a",174,20,"lift",16,4,5,5,20,60,5,5,2,5,60,5
"1a",174,5,"lift",17,5,6,6,30,80,4,6,1,6,30,4
"1a",174,5,"lift",17,5,6,6,30,80,4,6,2,6,80,6
"1a",174,29,"lift",18,3,4,4,30,60,4,4,1,4,30,4
"1a",174,29,"lift",18,3,4,4,30,60,4,4,2,4,60,4
"1a",174,8,"lift",19,4,5,5,20,70,3,5,1,5,20,3
"1a",174,8,"lift",19,4,5,5,20,70,3,5,2,5,70,5
"1a",174,31,"lift",20,4,8,8,20,40,4,5,1,8,20,4
"1a",174,31,"lift",20,4,8,8,20,40,4,5,2,8,40,5
"1a",174,16,"lift",21,4,4,8,40,40,4,4,1,4,40,4
"1a",174,16,"lift",21,4,4,8,40,40,4,4,2,8,40,4
"1a",174,26,"lift",22,5,4,6,60,60,4,5,1,4,60,4
"1a",174,26,"lift",22,5,4,6,60,60,4,5,2,6,60,5
"1a",174,18,"lift",23,5,2,8,50,50,2,5,1,2,50,2
"1a",174,18,"lift",23,5,2,8,50,50,2,5,2,8,50,5
"1a",174,21,"lift",24,6,5,7,70,70,7,7,1,5,70,7
"1a",174,21,"lift",24,6,5,7,70,70,7,7,2,7,70,7
"1a",174,9,"lift",25,3,6,8,30,30,4,4,1,6,30,4
"1a",174,9,"lift",25,3,6,8,30,30,4,4,2,8,30,4
"1a",174,28,"lift",26,2,2,6,60,20,5,4,1,2,60,5
"1a",174,28,"lift",26,2,2,6,60,20,5,4,2,6,20,4
"1a",174,19,"lift",27,3,3,6,80,40,6,5,1,3,80,6
"1a",174,19,"lift",27,3,3,6,80,40,6,5,2,6,40,5
"1a",174,2,"lift",28,2,4,6,30,20,4,5,1,4,30,4
"1a",174,2,"lift",28,2,4,6,30,20,4,5,2,6,20,5
"1a",174,12,"lift",29,6,5,8,80,50,7,5,1,5,80,7
"1a",174,12,"lift",29,6,5,8,80,50,7,5,2,8,50,5
"1a",174,10,"lift",30,4,6,8,40,30,5,5,1,6,40,5
"1a",174,10,"lift",30,4,6,8,40,30,5,5,2,8,30,5
"1a",175,19,"fail",1,5,5,5,20,60,1,5,1,5,20,1
"1a",175,19,"fail",1,5,5,5,20,60,1,5,2,5,60,5
"1a",175,2,"fail",2,7,6,6,30,80,1,5,1,6,30,1
"1a",175,2,"fail",2,7,6,6,30,80,1,5,2,6,80,5
"1a",175,17,"fail",3,5,4,4,30,60,2,4,1,4,30,2
"1a",175,17,"fail",3,5,4,4,30,60,2,4,2,4,60,4
"1a",175,1,"fail",4,6,5,5,20,70,0,3,1,5,20,0
"1a",175,1,"fail",4,6,5,5,20,70,0,3,2,5,70,3
"1a",175,32,"fail",5,8,8,8,20,40,1,3,1,8,20,1
"1a",175,32,"fail",5,8,8,8,20,40,1,3,2,8,40,3
"1a",175,6,"fail",6,6,4,8,40,40,3,4,1,4,40,3
"1a",175,6,"fail",6,6,4,8,40,40,3,4,2,8,40,4
"1a",175,31,"fail",7,7,4,6,60,60,4,5,1,4,60,4
"1a",175,31,"fail",7,7,4,6,60,60,4,5,2,6,60,5
"1a",175,8,"fail",8,6,2,8,50,50,3,3,1,2,50,3
"1a",175,8,"fail",8,6,2,8,50,50,3,3,2,8,50,3
"1a",175,24,"fail",9,9,5,7,70,70,6,6,1,5,70,6
"1a",175,24,"fail",9,9,5,7,70,70,6,6,2,7,70,6
"1a",175,27,"fail",10,8,6,8,30,30,2,2,1,6,30,2
"1a",175,27,"fail",10,8,6,8,30,30,2,2,2,8,30,2
"1a",175,29,"fail",11,3,2,6,60,20,3,1,1,2,60,3
"1a",175,29,"fail",11,3,2,6,60,20,3,1,2,6,20,1
"1a",175,20,"fail",12,5,3,6,80,40,5,3,1,3,80,5
"1a",175,20,"fail",12,5,3,6,80,40,5,3,2,6,40,3
"1a",175,30,"fail",13,5,4,6,30,20,2,1,1,4,30,2
"1a",175,30,"fail",13,5,4,6,30,20,2,1,2,6,20,1
"1a",175,28,"fail",14,9,5,8,80,50,7,4,1,5,80,7
"1a",175,28,"fail",14,9,5,8,80,50,7,4,2,8,50,4
"1a",175,21,"fail",15,8,6,8,40,30,3,2,1,6,40,3
"1a",175,21,"fail",15,8,6,8,40,30,3,2,2,8,30,2
"1a",175,4,"lift",16,4,5,5,20,60,4,6,1,5,20,4
"1a",175,4,"lift",16,4,5,5,20,60,4,6,2,5,60,6
"1a",175,12,"lift",17,5,6,6,30,80,4,9,1,6,30,4
"1a",175,12,"lift",17,5,6,6,30,80,4,9,2,6,80,9
"1a",175,15,"lift",18,3,4,4,30,60,4,7,1,4,30,4
"1a",175,15,"lift",18,3,4,4,30,60,4,7,2,4,60,7
"1a",175,22,"lift",19,4,5,5,20,70,4,8,1,5,20,4
"1a",175,22,"lift",19,4,5,5,20,70,4,8,2,5,70,8
"1a",175,16,"lift",20,4,8,8,20,40,3,5,1,8,20,3
"1a",175,16,"lift",20,4,8,8,20,40,3,5,2,8,40,5
"1a",175,10,"lift",21,4,4,8,40,40,5,5,1,4,40,5
"1a",175,10,"lift",21,4,4,8,40,40,5,5,2,8,40,5
"1a",175,18,"lift",22,5,4,6,60,60,6,7,1,4,60,6
"1a",175,18,"lift",22,5,4,6,60,60,6,7,2,6,60,7
"1a",175,13,"lift",23,5,2,8,50,50,6,6,1,2,50,6
"1a",175,13,"lift",23,5,2,8,50,50,6,6,2,8,50,6
"1a",175,9,"lift",24,6,5,7,70,70,7,8,1,5,70,7
"1a",175,9,"lift",24,6,5,7,70,70,7,8,2,7,70,8
"1a",175,7,"lift",25,3,6,8,30,30,3,3,1,6,30,3
"1a",175,7,"lift",25,3,6,8,30,30,3,3,2,8,30,3
"1a",175,3,"lift",26,2,2,6,60,20,4,4,1,2,60,4
"1a",175,3,"lift",26,2,2,6,60,20,4,4,2,6,20,4
"1a",175,14,"lift",27,3,3,6,80,40,7,7,1,3,80,7
"1a",175,14,"lift",27,3,3,6,80,40,7,7,2,6,40,7
"1a",175,25,"lift",28,2,4,6,30,20,3,3,1,4,30,3
"1a",175,25,"lift",28,2,4,6,30,20,3,3,2,6,20,3
"1a",175,26,"lift",29,6,5,8,80,50,9,6,1,5,80,9
"1a",175,26,"lift",29,6,5,8,80,50,9,6,2,8,50,6
"1a",175,5,"lift",30,4,6,8,40,30,4,4,1,6,40,4
"1a",175,5,"lift",30,4,6,8,40,30,4,4,2,8,30,4
"1a",176,32,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",176,32,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",176,28,"fail",2,7,6,6,30,80,0,0,1,6,30,0
"1a",176,28,"fail",2,7,6,6,30,80,0,0,2,6,80,0
"1a",176,29,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",176,29,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",176,8,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",176,8,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",176,21,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",176,21,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",176,18,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",176,18,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",176,17,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",176,17,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",176,19,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",176,19,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",176,2,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",176,2,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",176,26,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",176,26,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",176,15,"fail",11,3,2,6,60,20,0,0,1,2,60,0
"1a",176,15,"fail",11,3,2,6,60,20,0,0,2,6,20,0
"1a",176,9,"fail",12,5,3,6,80,40,0,0,1,3,80,0
"1a",176,9,"fail",12,5,3,6,80,40,0,0,2,6,40,0
"1a",176,5,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",176,5,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",176,30,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",176,30,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",176,27,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",176,27,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",176,25,"lift",16,4,5,5,20,60,2,6,1,5,20,2
"1a",176,25,"lift",16,4,5,5,20,60,2,6,2,5,60,6
"1a",176,6,"lift",17,5,6,6,30,80,3,8,1,6,30,3
"1a",176,6,"lift",17,5,6,6,30,80,3,8,2,6,80,8
"1a",176,10,"lift",18,3,4,4,30,60,3,6,1,4,30,3
"1a",176,10,"lift",18,3,4,4,30,60,3,6,2,4,60,6
"1a",176,16,"lift",19,4,5,5,20,70,2,7,1,5,20,2
"1a",176,16,"lift",19,4,5,5,20,70,2,7,2,5,70,7
"1a",176,1,"lift",20,4,8,8,20,40,4,6,1,8,20,4
"1a",176,1,"lift",20,4,8,8,20,40,4,6,2,8,40,6
"1a",176,7,"lift",21,4,4,8,40,40,5,5,1,4,40,5
"1a",176,7,"lift",21,4,4,8,40,40,5,5,2,8,40,5
"1a",176,24,"lift",22,5,4,6,60,60,6,6,1,4,60,6
"1a",176,24,"lift",22,5,4,6,60,60,6,6,2,6,60,6
"1a",176,12,"lift",23,5,2,8,50,50,8,8,1,2,50,8
"1a",176,12,"lift",23,5,2,8,50,50,8,8,2,8,50,8
"1a",176,13,"lift",24,6,5,7,70,70,7,7,1,5,70,7
"1a",176,13,"lift",24,6,5,7,70,70,7,7,2,7,70,7
"1a",176,4,"lift",25,3,6,8,30,30,5,5,1,6,30,5
"1a",176,4,"lift",25,3,6,8,30,30,5,5,2,8,30,5
"1a",176,31,"lift",26,2,2,6,60,20,6,2,1,2,60,6
"1a",176,31,"lift",26,2,2,6,60,20,6,2,2,6,20,2
"1a",176,3,"lift",27,3,3,6,80,40,7,4,1,3,80,7
"1a",176,3,"lift",27,3,3,6,80,40,7,4,2,6,40,4
"1a",176,14,"lift",28,2,4,6,30,20,3,2,1,4,30,3
"1a",176,14,"lift",28,2,4,6,30,20,3,2,2,6,20,2
"1a",176,22,"lift",29,6,5,8,80,50,8,5,1,5,80,8
"1a",176,22,"lift",29,6,5,8,80,50,8,5,2,8,50,5
"1a",176,20,"lift",30,4,6,8,40,30,6,5,1,6,40,6
"1a",176,20,"lift",30,4,6,8,40,30,6,5,2,8,30,5
"1a",177,4,"fail",1,5,5,5,20,60,7,10,1,5,20,7
"1a",177,4,"fail",1,5,5,5,20,60,7,10,2,5,60,10
"1a",177,9,"fail",2,7,6,6,30,80,3,6,1,6,30,3
"1a",177,9,"fail",2,7,6,6,30,80,3,6,2,6,80,6
"1a",177,6,"fail",3,5,4,4,30,60,3,5,1,4,30,3
"1a",177,6,"fail",3,5,4,4,30,60,3,5,2,4,60,5
"1a",177,20,"fail",4,6,5,5,20,70,2,5,1,5,20,2
"1a",177,20,"fail",4,6,5,5,20,70,2,5,2,5,70,5
"1a",177,26,"fail",5,8,8,8,20,40,3,3,1,8,20,3
"1a",177,26,"fail",5,8,8,8,20,40,3,3,2,8,40,3
"1a",177,5,"fail",6,6,4,8,40,40,5,5,1,4,40,5
"1a",177,5,"fail",6,6,4,8,40,40,5,5,2,8,40,5
"1a",177,25,"fail",7,7,4,6,60,60,5,5,1,4,60,5
"1a",177,25,"fail",7,7,4,6,60,60,5,5,2,6,60,5
"1a",177,7,"fail",8,6,2,8,50,50,5,5,1,2,50,5
"1a",177,7,"fail",8,6,2,8,50,50,5,5,2,8,50,5
"1a",177,16,"fail",9,9,5,7,70,70,5,4,1,5,70,5
"1a",177,16,"fail",9,9,5,7,70,70,5,4,2,7,70,4
"1a",177,18,"fail",10,8,6,8,30,30,3,3,1,6,30,3
"1a",177,18,"fail",10,8,6,8,30,30,3,3,2,8,30,3
"1a",177,22,"fail",11,3,2,6,60,20,6,2,1,2,60,6
"1a",177,22,"fail",11,3,2,6,60,20,6,2,2,6,20,2
"1a",177,29,"fail",12,5,3,6,80,40,6,3,1,3,80,6
"1a",177,29,"fail",12,5,3,6,80,40,6,3,2,6,40,3
"1a",177,15,"fail",13,5,4,6,30,20,5,5,1,4,30,5
"1a",177,15,"fail",13,5,4,6,30,20,5,5,2,6,20,5
"1a",177,12,"fail",14,9,5,8,80,50,8,3,1,5,80,8
"1a",177,12,"fail",14,9,5,8,80,50,8,3,2,8,50,3
"1a",177,31,"fail",15,8,6,8,40,30,4,3,1,6,40,4
"1a",177,31,"fail",15,8,6,8,40,30,4,3,2,8,30,3
"1a",177,19,"lift",16,4,5,5,20,60,6,10,1,5,20,6
"1a",177,19,"lift",16,4,5,5,20,60,6,10,2,5,60,10
"1a",177,17,"lift",17,5,6,6,30,80,8,10,1,6,30,8
"1a",177,17,"lift",17,5,6,6,30,80,8,10,2,6,80,10
"1a",177,2,"lift",18,3,4,4,30,60,7,10,1,4,30,7
"1a",177,2,"lift",18,3,4,4,30,60,7,10,2,4,60,10
"1a",177,28,"lift",19,4,5,5,20,70,5,10,1,5,20,5
"1a",177,28,"lift",19,4,5,5,20,70,5,10,2,5,70,10
"1a",177,13,"lift",20,4,8,8,20,40,10,10,1,8,20,10
"1a",177,13,"lift",20,4,8,8,20,40,10,10,2,8,40,10
"1a",177,10,"lift",21,4,4,8,40,40,10,10,1,4,40,10
"1a",177,10,"lift",21,4,4,8,40,40,10,10,2,8,40,10
"1a",177,32,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",177,32,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",177,30,"lift",23,5,2,8,50,50,10,10,1,2,50,10
"1a",177,30,"lift",23,5,2,8,50,50,10,10,2,8,50,10
"1a",177,21,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",177,21,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",177,3,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",177,3,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",177,8,"lift",26,2,2,6,60,20,10,3,1,2,60,10
"1a",177,8,"lift",26,2,2,6,60,20,10,3,2,6,20,3
"1a",177,14,"lift",27,3,3,6,80,40,10,7,1,3,80,10
"1a",177,14,"lift",27,3,3,6,80,40,10,7,2,6,40,7
"1a",177,1,"lift",28,2,4,6,30,20,10,10,1,4,30,10
"1a",177,1,"lift",28,2,4,6,30,20,10,10,2,6,20,10
"1a",177,24,"lift",29,6,5,8,80,50,10,10,1,5,80,10
"1a",177,24,"lift",29,6,5,8,80,50,10,10,2,8,50,10
"1a",177,27,"lift",30,4,6,8,40,30,10,10,1,6,40,10
"1a",177,27,"lift",30,4,6,8,40,30,10,10,2,8,30,10
"1a",178,10,"fail",1,5,5,5,20,60,2,10,1,5,20,2
"1a",178,10,"fail",1,5,5,5,20,60,2,10,2,5,60,10
"1a",178,9,"fail",2,7,6,6,30,80,2,10,1,6,30,2
"1a",178,9,"fail",2,7,6,6,30,80,2,10,2,6,80,10
"1a",178,20,"fail",3,5,4,4,30,60,1,6,1,4,30,1
"1a",178,20,"fail",3,5,4,4,30,60,1,6,2,4,60,6
"1a",178,18,"fail",4,6,5,5,20,70,0,10,1,5,20,0
"1a",178,18,"fail",4,6,5,5,20,70,0,10,2,5,70,10
"1a",178,28,"fail",5,8,8,8,20,40,2,5,1,8,20,2
"1a",178,28,"fail",5,8,8,8,20,40,2,5,2,8,40,5
"1a",178,12,"fail",6,6,4,8,40,40,6,3,1,4,40,6
"1a",178,12,"fail",6,6,4,8,40,40,6,3,2,8,40,3
"1a",178,26,"fail",7,7,4,6,60,60,10,10,1,4,60,10
"1a",178,26,"fail",7,7,4,6,60,60,10,10,2,6,60,10
"1a",178,4,"fail",8,6,2,8,50,50,5,2,1,2,50,5
"1a",178,4,"fail",8,6,2,8,50,50,5,2,2,8,50,2
"1a",178,16,"fail",9,9,5,7,70,70,10,10,1,5,70,10
"1a",178,16,"fail",9,9,5,7,70,70,10,10,2,7,70,10
"1a",178,3,"fail",10,8,6,8,30,30,5,2,1,6,30,5
"1a",178,3,"fail",10,8,6,8,30,30,5,2,2,8,30,2
"1a",178,7,"fail",11,3,2,6,60,20,5,1,1,2,60,5
"1a",178,7,"fail",11,3,2,6,60,20,5,1,2,6,20,1
"1a",178,6,"fail",12,5,3,6,80,40,10,3,1,3,80,10
"1a",178,6,"fail",12,5,3,6,80,40,10,3,2,6,40,3
"1a",178,31,"fail",13,5,4,6,30,20,3,1,1,4,30,3
"1a",178,31,"fail",13,5,4,6,30,20,3,1,2,6,20,1
"1a",178,13,"fail",14,9,5,8,80,50,10,3,1,5,80,10
"1a",178,13,"fail",14,9,5,8,80,50,10,3,2,8,50,3
"1a",178,30,"fail",15,8,6,8,40,30,5,3,1,6,40,5
"1a",178,30,"fail",15,8,6,8,40,30,5,3,2,8,30,3
"1a",178,32,"lift",16,4,5,5,20,60,1,10,1,5,20,1
"1a",178,32,"lift",16,4,5,5,20,60,1,10,2,5,60,10
"1a",178,22,"lift",17,5,6,6,30,80,2,10,1,6,30,2
"1a",178,22,"lift",17,5,6,6,30,80,2,10,2,6,80,10
"1a",178,24,"lift",18,3,4,4,30,60,4,10,1,4,30,4
"1a",178,24,"lift",18,3,4,4,30,60,4,10,2,4,60,10
"1a",178,21,"lift",19,4,5,5,20,70,1,10,1,5,20,1
"1a",178,21,"lift",19,4,5,5,20,70,1,10,2,5,70,10
"1a",178,29,"lift",20,4,8,8,20,40,2,6,1,8,20,2
"1a",178,29,"lift",20,4,8,8,20,40,2,6,2,8,40,6
"1a",178,2,"lift",21,4,4,8,40,40,10,10,1,4,40,10
"1a",178,2,"lift",21,4,4,8,40,40,10,10,2,8,40,10
"1a",178,25,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",178,25,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",178,17,"lift",23,5,2,8,50,50,8,4,1,2,50,8
"1a",178,17,"lift",23,5,2,8,50,50,8,4,2,8,50,4
"1a",178,15,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",178,15,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",178,14,"lift",25,3,6,8,30,30,3,3,1,6,30,3
"1a",178,14,"lift",25,3,6,8,30,30,3,3,2,8,30,3
"1a",178,19,"lift",26,2,2,6,60,20,10,1,1,2,60,10
"1a",178,19,"lift",26,2,2,6,60,20,10,1,2,6,20,1
"1a",178,5,"lift",27,3,3,6,80,40,10,5,1,3,80,10
"1a",178,5,"lift",27,3,3,6,80,40,10,5,2,6,40,5
"1a",178,1,"lift",28,2,4,6,30,20,10,10,1,4,30,10
"1a",178,1,"lift",28,2,4,6,30,20,10,10,2,6,20,10
"1a",178,27,"lift",29,6,5,8,80,50,10,5,1,5,80,10
"1a",178,27,"lift",29,6,5,8,80,50,10,5,2,8,50,5
"1a",178,8,"lift",30,4,6,8,40,30,10,10,1,6,40,10
"1a",178,8,"lift",30,4,6,8,40,30,10,10,2,8,30,10
"1a",179,21,"fail",1,5,5,5,20,60,1,1,1,5,20,1
"1a",179,21,"fail",1,5,5,5,20,60,1,1,2,5,60,1
"1a",179,8,"fail",2,7,6,6,30,80,1,1,1,6,30,1
"1a",179,8,"fail",2,7,6,6,30,80,1,1,2,6,80,1
"1a",179,30,"fail",3,5,4,4,30,60,1,1,1,4,30,1
"1a",179,30,"fail",3,5,4,4,30,60,1,1,2,4,60,1
"1a",179,24,"fail",4,6,5,5,20,70,1,1,1,5,20,1
"1a",179,24,"fail",4,6,5,5,20,70,1,1,2,5,70,1
"1a",179,2,"fail",5,8,8,8,20,40,1,1,1,8,20,1
"1a",179,2,"fail",5,8,8,8,20,40,1,1,2,8,40,1
"1a",179,7,"fail",6,6,4,8,40,40,1,1,1,4,40,1
"1a",179,7,"fail",6,6,4,8,40,40,1,1,2,8,40,1
"1a",179,20,"fail",7,7,4,6,60,60,1,1,1,4,60,1
"1a",179,20,"fail",7,7,4,6,60,60,1,1,2,6,60,1
"1a",179,1,"fail",8,6,2,8,50,50,1,1,1,2,50,1
"1a",179,1,"fail",8,6,2,8,50,50,1,1,2,8,50,1
"1a",179,14,"fail",9,9,5,7,70,70,1,1,1,5,70,1
"1a",179,14,"fail",9,9,5,7,70,70,1,1,2,7,70,1
"1a",179,18,"fail",10,8,6,8,30,30,1,1,1,6,30,1
"1a",179,18,"fail",10,8,6,8,30,30,1,1,2,8,30,1
"1a",179,4,"fail",11,3,2,6,60,20,1,1,1,2,60,1
"1a",179,4,"fail",11,3,2,6,60,20,1,1,2,6,20,1
"1a",179,17,"fail",12,5,3,6,80,40,1,1,1,3,80,1
