"exp_index","subject","trial","condition","scenario","box_weight","s1","s2","e1","e2","b1","b2","contestant","strength","effort","bonus"
"1b",137,1,"fail",14,10,5,8,80,50,0,0,2,8,50,0
"1b",137,9,"fail",15,9,6,8,40,30,0,0,1,6,40,0
"1b",137,9,"fail",15,9,6,8,40,30,0,0,2,8,30,0
"1b",137,21,"lift",16,2,5,5,20,60,5,5,1,5,20,5
"1b",137,21,"lift",16,2,5,5,20,60,5,5,2,5,60,5
"1b",137,11,"lift",17,4,6,6,30,80,5,5,1,6,30,5
"1b",137,11,"lift",17,4,6,6,30,80,5,5,2,6,80,5
"1b",137,26,"lift",18,2,4,4,30,60,4,4,1,4,30,4
"1b",137,26,"lift",18,2,4,4,30,60,4,4,2,4,60,4
"1b",137,16,"lift",19,3,5,5,20,70,5,5,1,5,20,5
"1b",137,16,"lift",19,3,5,5,20,70,5,5,2,5,70,5
"1b",137,15,"lift",20,2,8,8,20,40,5,5,1,8,20,5
"1b",137,15,"lift",20,2,8,8,20,40,5,5,2,8,40,5
"1b",137,14,"lift",21,2,4,8,40,40,5,5,1,4,40,5
"1b",137,14,"lift",21,2,4,8,40,40,5,5,2,8,40,5
"1b",137,6,"lift",22,3,4,6,60,60,5,5,1,4,60,5
"1b",137,6,"lift",22,3,4,6,60,60,5,5,2,6,60,5
"1b",137,20,"lift",23,3,2,8,50,50,5,5,1,2,50,5
"1b",137,20,"lift",23,3,2,8,50,50,5,5,2,8,50,5
"1b",137,13,"lift",24,4,5,7,70,70,10,10,1,5,70,10
"1b",137,13,"lift",24,4,5,7,70,70,10,10,2,7,70,10
"1b",137,22,"lift",25,2,6,8,30,30,5,5,1,6,30,5
"1b",137,22,"lift",25,2,6,8,30,30,5,5,2,8,30,5
"1b",138,10,"fail",1,8,5,5,20,60,0,0,1,5,20,0
"1b",138,10,"fail",1,8,5,5,20,60,0,0,2,5,60,0
"1b",138,26,"fail",2,8,6,6,30,80,0,0,1,6,30,0
"1b",138,26,"fail",2,8,6,6,30,80,0,0,2,6,80,0
"1b",138,22,"fail",3,6,4,4,30,60,5,3,1,4,30,5
"1b",138,22,"fail",3,6,4,4,30,60,5,3,2,4,60,3
"1b",138,23,"fail",4,8,5,5,20,70,3,5,1,5,20,3
"1b",138,23,"fail",4,8,5,5,20,70,3,5,2,5,70,5
"1b",138,17,"fail",5,10,8,8,20,40,0,0,1,8,20,0
"1b",138,17,"fail",5,10,8,8,20,40,0,0,2,8,40,0
"1b",138,25,"fail",6,8,4,8,40,40,0,0,1,4,40,0
"1b",138,25,"fail",6,8,4,8,40,40,0,0,2,8,40,0
"1b",138,1,"fail",7,8,4,6,60,60,3,4,1,4,60,3
"1b",138,1,"fail",7,8,4,6,60,60,3,4,2,6,60,4
"1b",138,24,"fail",8,8,2,8,50,50,0,0,1,2,50,0
"1b",138,24,"fail",8,8,2,8,50,50,0,0,2,8,50,0
"1b",138,6,"fail",9,10,5,7,70,70,0,0,1,5,70,0
"1b",138,6,"fail",9,10,5,7,70,70,0,0,2,7,70,0
"1b",138,13,"fail",10,9,6,8,30,30,0,0,1,6,30,0
"1b",138,13,"fail",10,9,6,8,30,30,0,0,2,8,30,0
"1b",138,9,"fail",11,6,2,6,60,20,0,0,1,2,60,0
"1b",138,9,"fail",11,6,2,6,60,20,0,0,2,6,20,0
"1b",138,19,"fail",12,6,3,6,80,40,0,0,1,3,80,0
"1b",138,19,"fail",12,6,3,6,80,40,0,0,2,6,40,0
"1b",138,11,"fail",13,7,4,6,30,20,0,0,1,4,30,0
"1b",138,11,"fail",13,7,4,6,30,20,0,0,2,6,20,0
"1b",138,21,"fail",14,10,5,8,80,50,0,0,1,5,80,0
"1b",138,21,"fail",14,10,5,8,80,50,0,0,2,8,50,0
"1b",138,16,"fail",15,9,6,8,40,30,0,0,1,6,40,0
"1b",138,16,"fail",15,9,6,8,40,30,0,0,2,8,30,0
"1b",138,2,"lift",16,2,5,5,20,60,2,6,1,5,20,2
"1b",138,2,"lift",16,2,5,5,20,60,2,6,2,5,60,6
"1b",138,5,"lift",17,4,6,6,30,80,3,5,1,6,30,3
"1b",138,5,"lift",17,4,6,6,30,80,3,5,2,6,80,5
"1b",138,7,"lift",18,2,4,4,30,60,2,4,1,4,30,2
"1b",138,7,"lift",18,2,4,4,30,60,2,4,2,4,60,4
"1b",138,12,"lift",19,3,5,5,20,70,3,6,1,5,20,3
"1b",138,12,"lift",19,3,5,5,20,70,3,6,2,5,70,6
"1b",138,15,"lift",20,2,8,8,20,40,6,6,1,8,20,6
"1b",138,15,"lift",20,2,8,8,20,40,6,6,2,8,40,6
"1b",138,14,"lift",21,2,4,8,40,40,5,5,1,4,40,5
"1b",138,14,"lift",21,2,4,8,40,40,5,5,2,8,40,5
"1b",138,4,"lift",22,3,4,6,60,60,6,6,1,4,60,6
"1b",138,4,"lift",22,3,4,6,60,60,6,6,2,6,60,6
"1b",138,27,"lift",23,3,2,8,50,50,3,3,1,2,50,3
"1b",138,27,"lift",23,3,2,8,50,50,3,3,2,8,50,3
"1b",138,3,"lift",24,4,5,7,70,70,5,5,1,5,70,5
"1b",138,3,"lift",24,4,5,7,70,70,5,5,2,7,70,5
"1b",138,20,"lift",25,2,6,8,30,30,5,5,1,6,30,5
"1b",138,20,"lift",25,2,6,8,30,30,5,5,2,8,30,5
"1b",139,23,"fail",1,8,5,5,20,60,6,6,1,5,20,6
"1b",139,23,"fail",1,8,5,5,20,60,6,6,2,5,60,6
"1b",139,20,"fail",2,8,6,6,30,80,3,8,1,6,30,3
"1b",139,20,"fail",2,8,6,6,30,80,3,8,2,6,80,8
"1b",139,14,"fail",3,6,4,4,30,60,3,6,1,4,30,3
"1b",139,14,"fail",3,6,4,4,30,60,3,6,2,4,60,6
"1b",139,12,"fail",4,8,5,5,20,70,3,8,1,5,20,3
"1b",139,12,"fail",4,8,5,5,20,70,3,8,2,5,70,8
"1b",139,3,"fail",5,10,8,8,20,40,10,6,1,8,20,10
"1b",139,3,"fail",5,10,8,8,20,40,10,6,2,8,40,6
"1b",139,5,"fail",6,8,4,8,40,40,8,9,1,4,40,8
"1b",139,5,"fail",6,8,4,8,40,40,8,9,2,8,40,9
"1b",139,15,"fail",7,8,4,6,60,60,4,5,1,4,60,4
"1b",139,15,"fail",7,8,4,6,60,60,4,5,2,6,60,5
"1b",139,16,"fail",8,8,2,8,50,50,7,5,1,2,50,7
"1b",139,16,"fail",8,8,2,8,50,50,7,5,2,8,50,5
"1b",139,27,"fail",9,10,5,7,70,70,7,7,1,5,70,7
"1b",139,27,"fail",9,10,5,7,70,70,7,7,2,7,70,7
"1b",139,21,"fail",10,9,6,8,30,30,5,5,1,6,30,5
"1b",139,21,"fail",10,9,6,8,30,30,5,5,2,8,30,5
"1b",139,1,"fail",11,6,2,6,60,20,7,8,1,2,60,7
"1b",139,1,"fail",11,6,2,6,60,20,7,8,2,6,20,8
"1b",139,2,"fail",12,6,3,6,80,40,9,7,1,3,80,9
"1b",139,2,"fail",12,6,3,6,80,40,9,7,2,6,40,7
"1b",139,6,"fail",13,7,4,6,30,20,3,3,1,4,30,3
"1b",139,6,"fail",13,7,4,6,30,20,3,3,2,6,20,3
"1b",139,22,"fail",14,10,5,8,80,50,7,6,1,5,80,7
"1b",139,22,"fail",14,10,5,8,80,50,7,6,2,8,50,6
"1b",139,26,"fail",15,9,6,8,40,30,6,5,1,6,40,6
"1b",139,26,"fail",15,9,6,8,40,30,6,5,2,8,30,5
"1b",139,19,"lift",16,2,5,5,20,60,1,8,1,5,20,1
"1b",139,19,"lift",16,2,5,5,20,60,1,8,2,5,60,8
"1b",139,17,"lift",17,4,6,6,30,80,2,9,1,6,30,2
"1b",139,17,"lift",17,4,6,6,30,80,2,9,2,6,80,9
"1b",139,24,"lift",18,2,4,4,30,60,2,6,1,4,30,2
"1b",139,24,"lift",18,2,4,4,30,60,2,6,2,4,60,6
"1b",139,7,"lift",19,3,5,5,20,70,4,8,1,5,20,4
"1b",139,7,"lift",19,3,5,5,20,70,4,8,2,5,70,8
"1b",139,4,"lift",20,2,8,8,20,40,10,6,1,8,20,10
"1b",139,4,"lift",20,2,8,8,20,40,10,6,2,8,40,6
"1b",139,10,"lift",21,2,4,8,40,40,9,7,1,4,40,9
"1b",139,10,"lift",21,2,4,8,40,40,9,7,2,8,40,7
"1b",139,13,"lift",22,3,4,6,60,60,6,4,1,4,60,6
"1b",139,13,"lift",22,3,4,6,60,60,6,4,2,6,60,4
"1b",139,11,"lift",23,3,2,8,50,50,6,4,1,2,50,6
"1b",139,11,"lift",23,3,2,8,50,50,6,4,2,8,50,4
"1b",139,9,"lift",24,4,5,7,70,70,8,9,1,5,70,8
"1b",139,9,"lift",24,4,5,7,70,70,8,9,2,7,70,9
"1b",139,25,"lift",25,2,6,8,30,30,4,3,1,6,30,4
"1b",139,25,"lift",25,2,6,8,30,30,4,3,2,8,30,3
"1b",140,1,"fail",1,8,5,5,20,60,0,2,1,5,20,0
"1b",140,1,"fail",1,8,5,5,20,60,0,2,2,5,60,2
"1b",140,21,"fail",2,8,6,6,30,80,0,3,1,6,30,0
"1b",140,21,"fail",2,8,6,6,30,80,0,3,2,6,80,3
"1b",140,17,"fail",3,6,4,4,30,60,0,4,1,4,30,0
"1b",140,17,"fail",3,6,4,4,30,60,0,4,2,4,60,4
"1b",140,13,"fail",4,8,5,5,20,70,0,3,1,5,20,0
"1b",140,13,"fail",4,8,5,5,20,70,0,3,2,5,70,3
"1b",140,23,"fail",5,10,8,8,20,40,0,0,1,8,20,0
"1b",140,23,"fail",5,10,8,8,20,40,0,0,2,8,40,0
"1b",140,11,"fail",6,8,4,8,40,40,4,2,1,4,40,4
"1b",140,11,"fail",6,8,4,8,40,40,4,2,2,8,40,2
"1b",140,7,"fail",7,8,4,6,60,60,3,3,1,4,60,3
"1b",140,7,"fail",7,8,4,6,60,60,3,3,2,6,60,3
"1b",140,19,"fail",8,8,2,8,50,50,2,0,1,2,50,2
"1b",140,19,"fail",8,8,2,8,50,50,2,0,2,8,50,0
"1b",140,10,"fail",9,10,5,7,70,70,8,8,1,5,70,8
"1b",140,10,"fail",9,10,5,7,70,70,8,8,2,7,70,8
"1b",140,20,"fail",10,9,6,8,30,30,0,0,1,6,30,0
"1b",140,20,"fail",10,9,6,8,30,30,0,0,2,8,30,0
"1b",140,25,"fail",11,6,2,6,60,20,2,0,1,2,60,2
"1b",140,25,"fail",11,6,2,6,60,20,2,0,2,6,20,0
"1b",140,22,"fail",12,6,3,6,80,40,2,0,1,3,80,2
"1b",140,22,"fail",12,6,3,6,80,40,2,0,2,6,40,0
"1b",140,6,"fail",13,7,4,6,30,20,2,0,1,4,30,2
"1b",140,6,"fail",13,7,4,6,30,20,2,0,2,6,20,0
"1b",140,16,"fail",14,10,5,8,80,50,2,0,1,5,80,2
"1b",140,16,"fail",14,10,5,8,80,50,2,0,2,8,50,0
"1b",140,14,"fail",15,9,6,8,40,30,6,2,1,6,40,6
"1b",140,14,"fail",15,9,6,8,40,30,6,2,2,8,30,2
"1b",140,9,"lift",16,2,5,5,20,60,4,8,1,5,20,4
"1b",140,9,"lift",16,2,5,5,20,60,4,8,2,5,60,8
"1b",140,2,"lift",17,4,6,6,30,80,3,8,1,6,30,3
"1b",140,2,"lift",17,4,6,6,30,80,3,8,2,6,80,8
"1b",140,4,"lift",18,2,4,4,30,60,5,7,1,4,30,5
"1b",140,4,"lift",18,2,4,4,30,60,5,7,2,4,60,7
"1b",140,12,"lift",19,3,5,5,20,70,7,8,1,5,20,7
"1b",140,12,"lift",19,3,5,5,20,70,7,8,2,5,70,8
"1b",140,3,"lift",20,2,8,8,20,40,4,5,1,8,20,4
"1b",140,3,"lift",20,2,8,8,20,40,4,5,2,8,40,5
"1b",140,26,"lift",21,2,4,8,40,40,8,8,1,4,40,8
"1b",140,26,"lift",21,2,4,8,40,40,8,8,2,8,40,8
"1b",140,24,"lift",22,3,4,6,60,60,6,7,1,4,60,6
"1b",140,24,"lift",22,3,4,6,60,60,6,7,2,6,60,7
"1b",140,15,"lift",23,3,2,8,50,50,8,8,1,2,50,8
"1b",140,15,"lift",23,3,2,8,50,50,8,8,2,8,50,8
"1b",140,5,"lift",24,4,5,7,70,70,8,8,1,5,70,8
"1b",140,5,"lift",24,4,5,7,70,70,8,8,2,7,70,8
"1b",140,27,"lift",25,2,6,8,30,30,8,8,1,6,30,8
"1b",140,27,"lift",25,2,6,8,30,30,8,8,2,8,30,8
"1b",141,15,"fail",1,8,5,5,20,60,1,4,1,5,20,1
"1b",141,15,"fail",1,8,5,5,20,60,1,4,2,5,60,4
"1b",141,11,"fail",2,8,6,6,30,80,2,5,1,6,30,2
"1b",141,11,"fail",2,8,6,6,30,80,2,5,2,6,80,5
"1b",141,19,"fail",3,6,4,4,30,60,2,3,1,4,30,2
"1b",141,19,"fail",3,6,4,4,30,60,2,3,2,4,60,3
"1b",141,1,"fail",4,8,5,5,20,70,1,4,1,5,20,1
"1b",141,1,"fail",4,8,5,5,20,70,1,4,2,5,70,4
"1b",141,9,"fail",5,10,8,8,20,40,1,3,1,8,20,1
"1b",141,9,"fail",5,10,8,8,20,40,1,3,2,8,40,3
"1b",141,14,"fail",6,8,4,8,40,40,2,3,1,4,40,2
"1b",141,14,"fail",6,8,4,8,40,40,2,3,2,8,40,3
"1b",141,21,"fail",7,8,4,6,60,60,2,3,1,4,60,2
"1b",141,21,"fail",7,8,4,6,60,60,2,3,2,6,60,3
"1b",141,2,"fail",8,8,2,8,50,50,2,3,1,2,50,2
"1b",141,2,"fail",8,8,2,8,50,50,2,3,2,8,50,3
"1b",141,6,"fail",9,10,5,7,70,70,5,5,1,5,70,5
"1b",141,6,"fail",9,10,5,7,70,70,5,5,2,7,70,5
"1b",141,13,"fail",10,9,6,8,30,30,2,3,1,6,30,2
"1b",141,13,"fail",10,9,6,8,30,30,2,3,2,8,30,3
"1b",141,4,"fail",11,6,2,6,60,20,3,1,1,2,60,3
"1b",141,4,"fail",11,6,2,6,60,20,3,1,2,6,20,1
"1b",141,5,"fail",12,6,3,6,80,40,4,2,1,3,80,4
"1b",141,5,"fail",12,6,3,6,80,40,4,2,2,6,40,2
"1b",141,17,"fail",13,7,4,6,30,20,2,1,1,4,30,2
"1b",141,17,"fail",13,7,4,6,30,20,2,1,2,6,20,1
"1b",141,23,"fail",14,10,5,8,80,50,4,2,1,5,80,4
"1b",141,23,"fail",14,10,5,8,80,50,4,2,2,8,50,2
"1b",141,7,"fail",15,9,6,8,40,30,4,3,1,6,40,4
"1b",141,7,"fail",15,9,6,8,40,30,4,3,2,8,30,3
"1b",141,3,"lift",16,2,5,5,20,60,6,8,1,5,20,6
"1b",141,3,"lift",16,2,5,5,20,60,6,8,2,5,60,8
"1b",141,27,"lift",17,4,6,6,30,80,6,8,1,6,30,6
"1b",141,27,"lift",17,4,6,6,30,80,6,8,2,6,80,8
"1b",141,10,"lift",18,2,4,4,30,60,6,7,1,4,30,6
"1b",141,10,"lift",18,2,4,4,30,60,6,7,2,4,60,7
"1b",141,25,"lift",19,3,5,5,20,70,6,7,1,5,20,6
"1b",141,25,"lift",19,3,5,5,20,70,6,7,2,5,70,7
"1b",141,12,"lift",20,2,8,8,20,40,5,7,1,8,20,5
"1b",141,12,"lift",20,2,8,8,20,40,5,7,2,8,40,7
"1b",141,22,"lift",21,2,4,8,40,40,5,6,1,4,40,5
"1b",141,22,"lift",21,2,4,8,40,40,5,6,2,8,40,6
"1b",141,20,"lift",22,3,4,6,60,60,7,8,1,4,60,7
"1b",141,20,"lift",22,3,4,6,60,60,7,8,2,6,60,8
"1b",141,24,"lift",23,3,2,8,50,50,6,7,1,2,50,6
"1b",141,24,"lift",23,3,2,8,50,50,6,7,2,8,50,7
"1b",141,16,"lift",24,4,5,7,70,70,7,8,1,5,70,7
"1b",141,16,"lift",24,4,5,7,70,70,7,8,2,7,70,8
"1b",141,26,"lift",25,2,6,8,30,30,6,6,1,6,30,6
"1b",141,26,"lift",25,2,6,8,30,30,6,6,2,8,30,6
"1b",142,3,"fail",1,8,5,5,20,60,2,6,1,5,20,2
"1b",142,3,"fail",1,8,5,5,20,60,2,6,2,5,60,6
"1b",142,19,"fail",2,8,6,6,30,80,3,8,1,6,30,3
"1b",142,19,"fail",2,8,6,6,30,80,3,8,2,6,80,8
"1b",142,20,"fail",3,6,4,4,30,60,3,6,1,4,30,3
"1b",142,20,"fail",3,6,4,4,30,60,3,6,2,4,60,6
"1b",142,4,"fail",4,8,5,5,20,70,2,7,1,5,20,2
"1b",142,4,"fail",4,8,5,5,20,70,2,7,2,5,70,7
"1b",142,6,"fail",5,10,8,8,20,40,2,4,1,8,20,2
"1b",142,6,"fail",5,10,8,8,20,40,2,4,2,8,40,4
"1b",142,24,"fail",6,8,4,8,40,40,4,4,1,4,40,4
"1b",142,24,"fail",6,8,4,8,40,40,4,4,2,8,40,4
"1b",142,15,"fail",7,8,4,6,60,60,6,6,1,4,60,6
"1b",142,15,"fail",7,8,4,6,60,60,6,6,2,6,60,6
"1b",142,14,"fail",8,8,2,8,50,50,5,5,1,2,50,5
"1b",142,14,"fail",8,8,2,8,50,50,5,5,2,8,50,5
"1b",142,25,"fail",9,10,5,7,70,70,7,7,1,5,70,7
"1b",142,25,"fail",9,10,5,7,70,70,7,7,2,7,70,7
"1b",142,23,"fail",10,9,6,8,30,30,3,3,1,6,30,3
"1b",142,23,"fail",10,9,6,8,30,30,3,3,2,8,30,3
"1b",142,12,"fail",11,6,2,6,60,20,6,2,1,2,60,6
"1b",142,12,"fail",11,6,2,6,60,20,6,2,2,6,20,2
"1b",142,21,"fail",12,6,3,6,80,40,8,4,1,3,80,8
"1b",142,21,"fail",12,6,3,6,80,40,8,4,2,6,40,4
"1b",142,22,"fail",13,7,4,6,30,20,3,2,1,4,30,3
"1b",142,22,"fail",13,7,4,6,30,20,3,2,2,6,20,2
"1b",142,11,"fail",14,10,5,8,80,50,8,5,1,5,80,8
"1b",142,11,"fail",14,10,5,8,80,50,8,5,2,8,50,5
"1b",142,5,"fail",15,9,6,8,40,30,4,3,1,6,40,4
"1b",142,5,"fail",15,9,6,8,40,30,4,3,2,8,30,3
"1b",142,16,"lift",16,2,5,5,20,60,2,6,1,5,20,2
"1b",142,16,"lift",16,2,5,5,20,60,2,6,2,5,60,6
"1b",142,26,"lift",17,4,6,6,30,80,3,8,1,6,30,3
"1b",142,26,"lift",17,4,6,6,30,80,3,8,2,6,80,8
"1b",142,17,"lift",18,2,4,4,30,60,3,6,1,4,30,3
"1b",142,17,"lift",18,2,4,4,30,60,3,6,2,4,60,6
"1b",142,2,"lift",19,3,5,5,20,70,2,7,1,5,20,2
"1b",142,2,"lift",19,3,5,5,20,70,2,7,2,5,70,7
"1b",142,9,"lift",20,2,8,8,20,40,2,4,1,8,20,2
"1b",142,9,"lift",20,2,8,8,20,40,2,4,2,8,40,4
"1b",142,1,"lift",21,2,4,8,40,40,4,4,1,4,40,4
"1b",142,1,"lift",21,2,4,8,40,40,4,4,2,8,40,4
"1b",142,13,"lift",22,3,4,6,60,60,6,6,1,4,60,6
"1b",142,13,"lift",22,3,4,6,60,60,6,6,2,6,60,6
"1b",142,7,"lift",23,3,2,8,50,50,5,5,1,2,50,5
"1b",142,7,"lift",23,3,2,8,50,50,5,5,2,8,50,5
"1b",142,10,"lift",24,4,5,7,70,70,7,7,1,5,70,7
"1b",142,10,"lift",24,4,5,7,70,70,7,7,2,7,70,7
"1b",142,27,"lift",25,2,6,8,30,30,3,3,1,6,30,3
"1b",142,27,"lift",25,2,6,8,30,30,3,3,2,8,30,3
"1b",143,6,"fail",1,8,5,5,20,60,0,2,1,5,20,0
"1b",143,6,"fail",1,8,5,5,20,60,0,2,2,5,60,2
"1b",143,14,"fail",2,8,6,6,30,80,0,1,1,6,30,0
"1b",143,14,"fail",2,8,6,6,30,80,0,1,2,6,80,1
"1b",143,4,"fail",3,6,4,4,30,60,0,1,1,4,30,0
"1b",143,4,"fail",3,6,4,4,30,60,0,1,2,4,60,1
"1b",143,24,"fail",4,8,5,5,20,70,0,1,1,5,20,0
"1b",143,24,"fail",4,8,5,5,20,70,0,1,2,5,70,1
"1b",143,23,"fail",5,10,8,8,20,40,0,0,1,8,20,0
"1b",143,23,"fail",5,10,8,8,20,40,0,0,2,8,40,0
"1b",143,1,"fail",6,8,4,8,40,40,0,0,1,4,40,0
"1b",143,1,"fail",6,8,4,8,40,40,0,0,2,8,40,0
"1b",143,17,"fail",7,8,4,6,60,60,0,0,1,4,60,0
"1b",143,17,"fail",7,8,4,6,60,60,0,0,2,6,60,0
"1b",143,12,"fail",8,8,2,8,50,50,0,0,1,2,50,0
"1b",143,12,"fail",8,8,2,8,50,50,0,0,2,8,50,0
"1b",143,10,"fail",9,10,5,7,70,70,0,0,1,5,70,0
"1b",143,10,"fail",9,10,5,7,70,70,0,0,2,7,70,0
"1b",143,16,"fail",10,9,6,8,30,30,0,0,1,6,30,0
"1b",143,16,"fail",10,9,6,8,30,30,0,0,2,8,30,0
"1b",143,3,"fail",11,6,2,6,60,20,1,0,1,2,60,1
"1b",143,3,"fail",11,6,2,6,60,20,1,0,2,6,20,0
"1b",143,7,"fail",12,6,3,6,80,40,1,0,1,3,80,1
"1b",143,7,"fail",12,6,3,6,80,40,1,0,2,6,40,0
"1b",143,13,"fail",13,7,4,6,30,20,0,0,1,4,30,0
"1b",143,13,"fail",13,7,4,6,30,20,0,0,2,6,20,0
"1b",143,19,"fail",14,10,5,8,80,50,3,1,1,5,80,3
"1b",143,19,"fail",14,10,5,8,80,50,3,1,2,8,50,1
"1b",143,5,"fail",15,9,6,8,40,30,0,0,1,6,40,0
"1b",143,5,"fail",15,9,6,8,40,30,0,0,2,8,30,0
"1b",143,21,"lift",16,2,5,5,20,60,3,6,1,5,20,3
"1b",143,21,"lift",16,2,5,5,20,60,3,6,2,5,60,6
"1b",143,20,"lift",17,4,6,6,30,80,2,6,1,6,30,2
"1b",143,20,"lift",17,4,6,6,30,80,2,6,2,6,80,6
"1b",143,27,"lift",18,2,4,4,30,60,1,3,1,4,30,1
"1b",143,27,"lift",18,2,4,4,30,60,1,3,2,4,60,3
"1b",143,11,"lift",19,3,5,5,20,70,1,5,1,5,20,1
"1b",143,11,"lift",19,3,5,5,20,70,1,5,2,5,70,5
"1b",143,25,"lift",20,2,8,8,20,40,2,3,1,8,20,2
"1b",143,25,"lift",20,2,8,8,20,40,2,3,2,8,40,3
"1b",143,22,"lift",21,2,4,8,40,40,3,3,1,4,40,3
"1b",143,22,"lift",21,2,4,8,40,40,3,3,2,8,40,3
"1b",143,15,"lift",22,3,4,6,60,60,3,5,1,4,60,3
"1b",143,15,"lift",22,3,4,6,60,60,3,5,2,6,60,5
"1b",143,9,"lift",23,3,2,8,50,50,2,4,1,2,50,2
"1b",143,9,"lift",23,3,2,8,50,50,2,4,2,8,50,4
"1b",143,2,"lift",24,4,5,7,70,70,2,3,1,5,70,2
"1b",143,2,"lift",24,4,5,7,70,70,2,3,2,7,70,3
"1b",143,26,"lift",25,2,6,8,30,30,1,2,1,6,30,1
"1b",143,26,"lift",25,2,6,8,30,30,1,2,2,8,30,2
"1b",144,7,"fail",1,8,5,5,20,60,1,1,1,5,20,1
"1b",144,7,"fail",1,8,5,5,20,60,1,1,2,5,60,1
"1b",144,26,"fail",2,8,6,6,30,80,1,1,1,6,30,1
"1b",144,26,"fail",2,8,6,6,30,80,1,1,2,6,80,1
"1b",144,3,"fail",3,6,4,4,30,60,1,1,1,4,30,1
"1b",144,3,"fail",3,6,4,4,30,60,1,1,2,4,60,1
"1b",144,6,"fail",4,8,5,5,20,70,1,1,1,5,20,1
"1b",144,6,"fail",4,8,5,5,20,70,1,1,2,5,70,1
"1b",144,5,"fail",5,10,8,8,20,40,1,1,1,8,20,1
"1b",144,5,"fail",5,10,8,8,20,40,1,1,2,8,40,1
"1b",144,1,"fail",6,8,4,8,40,40,1,1,1,4,40,1
"1b",144,1,"fail",6,8,4,8,40,40,1,1,2,8,40,1
"1b",144,10,"fail",7,8,4,6,60,60,1,1,1,4,60,1
"1b",144,10,"fail",7,8,4,6,60,60,1,1,2,6,60,1
"1b",144,14,"fail",8,8,2,8,50,50,1,1,1,2,50,1
"1b",144,14,"fail",8,8,2,8,50,50,1,1,2,8,50,1
"1b",144,12,"fail",9,10,5,7,70,70,1,1,1,5,70,1
"1b",144,12,"fail",9,10,5,7,70,70,1,1,2,7,70,1
"1b",144,11,"fail",10,9,6,8,30,30,1,1,1,6,30,1
"1b",144,11,"fail",10,9,6,8,30,30,1,1,2,8,30,1
"1b",144,13,"fail",11,6,2,6,60,20,1,1,1,2,60,1
"1b",144,13,"fail",11,6,2,6,60,20,1,1,2,6,20,1
"1b",144,2,"fail",12,6,3,6,80,40,1,1,1,3,80,1
"1b",144,2,"fail",12,6,3,6,80,40,1,1,2,6,40,1
"1b",144,4,"fail",13,7,4,6,30,20,1,1,1,4,30,1
"1b",144,4,"fail",13,7,4,6,30,20,1,1,2,6,20,1
"1b",144,16,"fail",14,10,5,8,80,50,1,1,1,5,80,1
"1b",144,16,"fail",14,10,5,8,80,50,1,1,2,8,50,1
"1b",144,23,"fail",15,9,6,8,40,30,10,10,1,6,40,10
"1b",144,23,"fail",15,9,6,8,40,30,10,10,2,8,30,10
"1b",144,17,"lift",16,2,5,5,20,60,10,10,1,5,20,10
"1b",144,17,"lift",16,2,5,5,20,60,10,10,2,5,60,10
"1b",144,19,"lift",17,4,6,6,30,80,10,10,1,6,30,10
"1b",144,19,"lift",17,4,6,6,30,80,10,10,2,6,80,10
"1b",144,24,"lift",18,2,4,4,30,60,10,10,1,4,30,10
"1b",144,24,"lift",18,2,4,4,30,60,10,10,2,4,60,10
"1b",144,15,"lift",19,3,5,5,20,70,10,10,1,5,20,10
"1b",144,15,"lift",19,3,5,5,20,70,10,10,2,5,70,10
"1b",144,25,"lift",20,2,8,8,20,40,10,10,1,8,20,10
"1b",144,25,"lift",20,2,8,8,20,40,10,10,2,8,40,10
"1b",144,9,"lift",21,2,4,8,40,40,10,10,1,4,40,10
"1b",144,9,"lift",21,2,4,8,40,40,10,10,2,8,40,10
"1b",144,22,"lift",22,3,4,6,60,60,10,10,1,4,60,10
"1b",144,22,"lift",22,3,4,6,60,60,10,10,2,6,60,10
"1b",144,21,"lift",23,3,2,8,50,50,10,10,1,2,50,10
"1b",144,21,"lift",23,3,2,8,50,50,10,10,2,8,50,10
"1b",144,20,"lift",24,4,5,7,70,70,10,10,1,5,70,10
"1b",144,20,"lift",24,4,5,7,70,70,10,10,2,7,70,10
"1b",144,27,"lift",25,2,6,8,30,30,10,10,1,6,30,10
"1b",144,27,"lift",25,2,6,8,30,30,10,10,2,8,30,10
"1b",145,3,"fail",1,8,5,5,20,60,10,10,1,5,20,10
"1b",145,3,"fail",1,8,5,5,20,60,10,10,2,5,60,10
"1b",145,21,"fail",2,8,6,6,30,80,10,10,1,6,30,10
"1b",145,21,"fail",2,8,6,6,30,80,10,10,2,6,80,10
"1b",145,27,"fail",3,6,4,4,30,60,10,10,1,4,30,10
"1b",145,27,"fail",3,6,4,4,30,60,10,10,2,4,60,10
"1b",145,16,"fail",4,8,5,5,20,70,10,10,1,5,20,10
"1b",145,16,"fail",4,8,5,5,20,70,10,10,2,5,70,10
"1b",145,22,"fail",5,10,8,8,20,40,10,10,1,8,20,10
"1b",145,22,"fail",5,10,8,8,20,40,10,10,2,8,40,10
"1b",145,15,"fail",6,8,4,8,40,40,10,10,1,4,40,10
"1b",145,15,"fail",6,8,4,8,40,40,10,10,2,8,40,10
"1b",145,5,"fail",7,8,4,6,60,60,10,10,1,4,60,10
"1b",145,5,"fail",7,8,4,6,60,60,10,10,2,6,60,10
